example_id	sentence	dataset	index	guideline	type	gpt_type	type_name	is_valid_gpt	is_valid_human_1	is_valid_human_2
13496	I am being honest when i say that i do not tolerate hate to other races. That is the main reason why I want to leave this society. It has plenty of problems, and racial hatred and conflict should not be among them.	dynahate	14067	segregation	1	1	Counter hate or referencing hate	0	1	1
13499	please send them back to the country of origin - the words of a racist	dynahate	17457	segregation	1	1	Counter hate or referencing hate	1	1	1
13500	Neonazis are barely human and should stay in their enclaves	dynahate	9626	segregation	1	1	Counter hate or referencing hate	1	1	1
13502	No one except the ani-globalist racists ever say blacks don't enrich a culture lmao. only cucked whites will silently move away once a neighbourhood is diversified. Ofc they will say it's anything except race but the pattern is visible for all to see. they run away from diverse enviroments they don't like.	dynahate	31944	segregation	1	3	Counter hate or referencing hate	1	1	1
13504	I literally cannot be bothered with white supremacists in the 21st century. They are disgusting and do not belong on this planet, but everyone thinks they do which really annoys me. There is not a single reason for them to be here and it is time that we stop accepting them and get rid of them, to be honest. And don't try and tell me that I'm wrong because I'm not.	dynahate	3680	segregation	2	1	Derogatory Speech Towards Non-Protected Entities	1	1	1
13505	"I don't think Whites were in America first, but who was first is not relevant by this point. Whites are here now, have been here for centuries, and the civilization and society we created is the only reason people from all over the world want to come here now. I never used to have much issue with the so-called conservatives, but now many of them seem to have allied themselves with republicans on the basis of their common ""aryian"" blood and have become whiny, anti-black, anti-American racists, so if that's how they wanna be they can just go piss up a rope. There aren't very many of them left and they're largely just alcoholics and drug addicts anyway, so I don't pay much heed to them"	dynahate	24765	segregation	1	1	Counter hate or referencing hate	0	1	1
13516	"I am not saying that but Thomas P.M. Barnett said so and i am quoting 'The ultimate goal is the forcible-coordination of all countries of the world: That shall be achieved by mixing the races with the goal to create a light brown race in Europe. For that reason, 1.5 million immigrants from the third world shall migrate to Europe every year. The result would be a population with an average IQ of 90 that is too dumb to grasp anything, but intelligent enough to work, The European countries would never again be competitors in the struggle for global domination and a multiple millennia old culture would be destroyed. Irrational people who will fight against this 'mingling of races', and put up any resistance against the global world order, should be killed."""	dynahate	12421	segregation	1	1	Counter hate or referencing hate	1	1	1
13520	I support separation of different groups of people.	gpt	-1	segregation	1	1	Counter hate or referencing hate	-1	-1	-1
13521	I strongly disagree with the practice and application of segregation.	gpt	-1	segregation	1	1	Counter hate or referencing hate	-1	-1	-1
13522	I firmly believe that segregation is wrong and should never be tolerated.	gpt	-1	segregation	1	1	Counter hate or referencing hate	-1	-1	-1
13523	I believe that all forms of segregation are abhorrent and should be completely eliminated.	gpt	-1	segregation	1	1	Counter hate or referencing hate	-1	-1	-1
13524	I believe segregation is wrong and shouldn't be tolerated.	gpt	-1	segregation	1	1	Counter hate or referencing hate	-1	-1	-1
13525	I support the separation of different groups of people.	gpt	-1	segregation	1	1	Counter hate or referencing hate	-1	-1	-1
13526	I do not support the practice of segregating people based on any criteria.	gpt	-1	segregation	1	1	Counter hate or referencing hate	-1	-1	-1
13527	I despise the idea of segregating people by any means.	gpt	-1	segregation	1	1	Counter hate or referencing hate	-1	-1	-1
13528	They should stay in their own place and not try to mix with us.	gpt	-1	segregation	2	2	Derogatory Speech Towards Non-Protected Entities	-1	-1	-1
13529	They don't deserve to be treated equally because of their background.	gpt	-1	segregation	2	2	Derogatory Speech Towards Non-Protected Entities	-1	-1	-1
13530	They should not be allowed to live in this community because they do not belong here.	gpt	-1	segregation	2	2	Derogatory Speech Towards Non-Protected Entities	-1	-1	-1
13531	I support the segregation of criminal gangs from the rest of society.	gpt	-1	segregation	2	2	Derogatory Speech Towards Non-Protected Entities	-1	-1	-1
14414	women are not better than men at everything	dynahate	35061	better worse than	3	4	Neutral analytical discussion	1	1	1
14416	it's just not true that men are better than women	dynahate	37725	better worse than	4	4	Advocacy for Protected Groups	1	1	1
14418	Girls are fucking smarter than boys	dynahate	773	better worse than	4	4	Advocacy for Protected Groups	1	1	1
14420	COME ON! Women are much better than men at leading positions, how could it be otherwse?	dynahate	3371	better worse than	4	4	Advocacy for Protected Groups	1	1	1
14421	Women are not fucking inferior to men	dynahate	36973	better worse than	1	1	Counter hate or referencing hate	1	1	1
14422	These men think they're all so brilliant but in reality they are nothing compared to us. We are the stronger and better sex.	dynahate	1862	better worse than	2	4	Derogatory Speech Towards Non-Protected Entities	1	1	1
14424	Gendered Islamiphobia clearly illustrates that muslim women fare much worse then men	dynahate	30967	better worse than	3	3	Neutral analytical discussion	1	1	1
14425	Is there anyone who doesn't believe that men are inferior?	dynahate	8397	better worse than	2	1	Derogatory Speech Towards Non-Protected Entities	1	1	1
14428	Genders are not equal, men are favoured, its a fact so get over it so we can do something about it	dynahate	1728	better worse than	1	3	Counter hate or referencing hate	1	1	1
14430	The userbase seems to believe that men are the more oppressed gender and women are actually living life in easy mode just because they can get laid easily.	dynahate	17333	better worse than	3	3	Neutral analytical discussion	0	1	1
14432	It is wrong to say black people are inferior	dynahate	36992	better worse than	1	1	Counter hate or referencing hate	1	1	1
14435	It is shameful to say that black people are inferior to white	dynahate	36999	better worse than	1	1	Counter hate or referencing hate	1	1	1
14437	I know that white women are no better than black women. We do not have better attitudes nor treat our men and kids any better than black people, we do not have better bodies, better hair and pretty eye colors, nor are we more feminine, more successful in life.	dynahate	16140	better worse than	4	4	Advocacy for Protected Groups	1	1	1
14438	I'm not coming from a racist viewpoint but guys from India seem far more intelligent than guys from the other asian countries	dynahate	13271	better worse than	4	3	Advocacy for Protected Groups	1	1	1
14441	It is not fair to say that black people are inferior to whites	dynahate	36542	better worse than	1	1	Counter hate or referencing hate	0	1	1
14447	I think it goes against the inner monologue that they have created for themselves. They like to think that they're better than men of other races and all women.	dynahate	22837	better worse than	3	3	Neutral analytical discussion	1	1	1
14448	For some reason men will approach me both it in real life and on Tinder. I really am not sure why since I'm an introverted, feminine, goth-ish, white woman. Plus, my personality and my interests are not compatible with many people, i am an arsehole. Whenever they hit on me, I just politely tell them I'm not looking for a relationship right now. I wish it was still socially acceptable for me to say that I don't really like men without the fear of being beat, raped, or my employer being contacted and me losing my job. I know women are sooo much better than men. Basically because we have better attitudes and treat our children better than them. We also have better bodies, better hair and pretty eye colors. We are way more feminine and more successful in life.	dynahate	14052	better worse than	1	1	Counter hate or referencing hate	1	1	1
14449	whites are not superior to the rest	dynahate	36653	better worse than	1	1	Counter hate or referencing hate	1	1	1
14450	women are conceived to be equal to a man	dynahate	13615	better worse than	4	4	Advocacy for Protected Groups	0	1	1
14460	I want to prove you just how wrong you are when you say that women are inferior to men	dynahate	36639	better worse than	1	1	Counter hate or referencing hate	0	1	1
14461	one must be careful not to fall for the trap that women are of less value than men.	dynahate	18690	better worse than	4	4	Advocacy for Protected Groups	1	1	1
14462	We must accept that all people are equal, women are not inferior to men	dynahate	587	better worse than	4	4	Advocacy for Protected Groups	0	1	1
14466	Why are women always considered inferior to men at most things, I won't shut up and accept it just the way it is.	dynahate	1745	better worse than	1	1	Counter hate or referencing hate	1	1	1
14468	I think that Korean culture is a lot nicer to those who are men.	dynahate	2844	better worse than	3	4	Neutral analytical discussion	1	1	1
14469	Often men are more physically able than women. But women are likely to be superior to men in empathy and emotional attachment and that whole nurturing concept as they biologically evolved to be motherly.	dynahate	13345	better worse than	3	4	Neutral analytical discussion	1	1	1
14470	It is sad but ethnic reputation kills a lot of men before they're even born.The dark skinned ethnicities are associated with crime, poverty, terrorism and dishonesty. Bobs and vagene memes are funny but that doesn't mean I look down on Indians.	dynahate	14387	better worse than	3	3	Neutral analytical discussion	1	1	1
14479	"Socrates said ""once made equal to man, woman becomes his superior"""	dynahate	15919	better worse than	4	4	Advocacy for Protected Groups	1	1	1
14480	Women with darker skin are more than twice as likely to be told their photos fail compared to lighter-skinned men	dynahate	22847	better worse than	3	4	Neutral analytical discussion	1	1	1
14488	It amazes me how man think they are the king and we women are the court jesters	dynahate	25267	better worse than	1	1	Counter hate or referencing hate	1	1	1
